Record Number,Sample Name,sample_number,Dx (10),Dx (50),Dx (90),Weighted Residual,Laser Obscuration,Measurement Date Time,0.01,0.0114,0.0129,0.0147,0.0167,0.0189,0.0215,0.0244,0.0278,0.0315,0.0358,0.0407,0.0463,0.0526,0.0597,0.0679,0.0771,0.0876,0.0995,0.113,0.128,0.146,0.166,0.188,0.214,0.243,0.276,0.314,0.357,0.405,0.46,0.523,0.594,0.675,0.767,0.872,0.991,1.13,1.28,1.45,1.65,1.88,2.13,2.42,2.75,3.12,3.55,4.03,4.58,5.21,5.92,6.72,7.64,8.68,9.86,11.2,12.7,14.5,16.4,18.7,21.2,24.1,27.4,31.1,35.3,40.1,45.6,51.8,58.9,66.9,76,86.4,98.1,111,127,144,163,186,211,240,272,310,352,400,454,516,586,666,756,859,976,1110,1260,1430,1630,1850,2100,2390,2710,3080,3500
384,mouse_CY_5,5,18.4,103,442,3.4,0.44,10/6/2022 15:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.19,0.28,0.33,0.32,0.29,0.26,0.27,0.3,0.34,0.36,0.33,0.29,0.25,0.23,0.23,0.23,0.24,0.26,0.29,0.33,0.41,0.53,0.67,0.81,0.94,1.04,1.12,1.21,1.34,1.58,1.92,2.34,2.79,3.23,3.62,3.99,4.41,4.89,5.38,5.77,5.91,5.68,5.05,4.12,3.1,2.24,1.74,1.7,2.02,2.49,2.85,2.9,2.61,2.01,1.24,0.54,0.11,0,0,0,0,0,0,0,0,0,0,0
408,mouse_CY_7,7,28.4,150,411,3.92,0.48,10/6/2022 15:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.19,0.19,0.16,0.13,0.11,0.13,0.17,0.21,0.23,0.21,0.18,0.15,0.13,0.13,0.14,0.15,0.15,0.17,0.2,0.26,0.35,0.46,0.59,0.72,0.83,0.93,1.03,1.17,1.37,1.65,1.99,2.36,2.71,3.01,3.25,3.47,3.66,3.82,3.92,3.95,3.89,3.83,3.87,4.12,4.63,5.32,5.99,6.33,6.07,5.1,3.57,1.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,mouse_CY_7,7,43.7,379,2250,3.68,0.48,10/6/2022 15:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.11,0.11,0.1,0.08,0.07,0.08,0.1,0.13,0.14,0.13,0.12,0.1,0.09,0.09,0.09,0.09,0.1,0.11,0.13,0.16,0.22,0.29,0.36,0.44,0.51,0.57,0.63,0.72,0.85,1.02,1.23,1.45,1.64,1.8,1.93,2.04,2.15,2.25,2.32,2.34,2.31,2.25,2.23,2.31,2.53,2.87,3.21,3.42,3.32,2.84,2.04,1.13,0.37,0.01,0.01,0.84,2.29,3.93,5.26,5.94,5.94,5.47,4.73,3.79,2.66,1.37,0
410,mouse_CY_7,7,24.7,136,396,4.17,0.49,10/6/2022 15:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.17,0.22,0.22,0.18,0.14,0.12,0.14,0.18,0.23,0.25,0.24,0.21,0.17,0.16,0.15,0.16,0.17,0.18,0.2,0.23,0.3,0.4,0.53,0.67,0.81,0.94,1.06,1.19,1.35,1.58,1.9,2.27,2.65,2.98,3.23,3.4,3.53,3.64,3.75,3.85,3.9,3.9,3.89,3.95,4.18,4.6,5.15,5.65,5.85,5.49,4.51,3.06,1.56,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,mouse_CY_7,7,148,1770,2760,8.79,0.5,10/6/2022 15:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.09,0.11,0.13,0.15,0.16,0.17,0.19,0.23,0.29,0.37,0.46,0.54,0.61,0.68,0.74,0.8,0.87,0.94,1.02,1.1,1.21,1.33,1.47,1.62,1.73,1.74,1.6,1.3,0.87,0.43,0.11,0,0,0,0.07,1.07,3.19,6.09,9.1,11.46,12.57,12.12,10.21,7.24,3.74,0
407,mouse_CY_7,7,32,156,412,3.61,0.51,10/6/2022 15:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.17,0.18,0.17,0.14,0.12,0.12,0.15,0.18,0.19,0.18,0.15,0.13,0.12,0.12,0.12,0.13,0.14,0.15,0.18,0.23,0.31,0.41,0.52,0.62,0.72,0.8,0.89,1.01,1.2,1.46,1.79,2.14,2.49,2.81,3.1,3.39,3.68,3.95,4.18,4.32,4.36,4.36,4.39,4.55,4.91,5.41,5.9,6.13,5.86,4.96,3.55,1.97,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,mouse_CY_19,19,1.49,109,271,3.67,0.55,10/6/2022 14:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.59,1.16,1.64,1.88,1.82,1.5,1.09,0.74,0.52,0.45,0.48,0.56,0.63,0.67,0.67,0.64,0.61,0.6,0.61,0.66,0.73,0.79,0.84,0.84,0.8,0.71,0.61,0.56,0.61,0.8,1.12,1.54,1.98,2.34,2.55,2.62,2.57,2.51,2.53,2.72,3.13,3.77,4.58,5.47,6.26,6.76,6.76,6.11,4.82,3.11,1.44,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,mouse_CY_1,1,26.4,124,346,1.61,0.56,10/6/2022 14:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.15,0.23,0.27,0.27,0.23,0.18,0.15,0.15,0.17,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.21,0.24,0.29,0.34,0.4,0.47,0.53,0.58,0.63,0.68,0.76,0.9,1.1,1.37,1.72,2.1,2.5,2.9,3.28,3.65,4.01,4.36,4.67,4.92,5.08,5.15,5.14,5.1,5.06,5.03,4.97,4.79,4.4,3.74,2.83,1.81,0.87,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,mouse_CY_19,19,3.76,200,1580,1.89,0.56,10/6/2022 14:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.41,0.8,1.14,1.31,1.27,1.06,0.77,0.53,0.38,0.33,0.35,0.4,0.45,0.47,0.47,0.45,0.43,0.42,0.44,0.47,0.52,0.56,0.6,0.6,0.57,0.52,0.47,0.44,0.48,0.59,0.8,1.06,1.32,1.55,1.71,1.8,1.85,1.91,2,2.14,2.33,2.55,2.78,3.03,3.3,3.61,3.92,4.19,4.34,4.3,4.01,3.5,2.82,2.08,1.4,0.87,0.59,0.59,0.89,1.37,1.88,2.24,2.32,2.16,1.86,1.5,1.06,0.56,0
319,mouse_CY_1,1,27.9,137,384,1.62,0.57,10/6/2022 14:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.15,0.23,0.27,0.27,0.23,0.18,0.15,0.15,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.2,0.23,0.27,0.33,0.39,0.44,0.5,0.54,0.58,0.63,0.71,0.84,1.04,1.3,1.62,1.97,2.32,2.67,3,3.33,3.66,3.98,4.28,4.53,4.71,4.81,4.86,4.89,4.96,5.06,5.16,5.15,4.93,4.41,3.6,2.59,1.55,0.69,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
