"","(Intercept) Estimate","(Intercept) Std. Error","(Intercept) t value","(Intercept) Pr(>|t|)","model.median_FPS Estimate","model.median_FPS Std. Error","model.median_FPS t value","model.median_FPS Pr(>|t|)","model.cohortCohort 2 Estimate","model.cohortCohort 2 Std. Error","model.cohortCohort 2 t value","model.cohortCohort 2 Pr(>|t|)","model.participantAN68 Estimate","model.participantAN68 Std. Error","model.participantAN68 t value","model.participantAN68 Pr(>|t|)","model.participantAP25 Estimate","model.participantAP25 Std. Error","model.participantAP25 t value","model.participantAP25 Pr(>|t|)","model.participantBC67 Estimate","model.participantBC67 Std. Error","model.participantBC67 t value","model.participantBC67 Pr(>|t|)","model.participantBD00 Estimate","model.participantBD00 Std. Error","model.participantBD00 t value","model.participantBD00 Pr(>|t|)","model.participantBE04 Estimate","model.participantBE04 Std. Error","model.participantBE04 t value","model.participantBE04 Pr(>|t|)","model.participantBG89 Estimate","model.participantBG89 Std. Error","model.participantBG89 t value","model.participantBG89 Pr(>|t|)","model.participantBR02 Estimate","model.participantBR02 Std. Error","model.participantBR02 t value","model.participantBR02 Pr(>|t|)","model.participantCI54 Estimate","model.participantCI54 Std. Error","model.participantCI54 t value","model.participantCI54 Pr(>|t|)","model.participantCJ31 Estimate","model.participantCJ31 Std. Error","model.participantCJ31 t value","model.participantCJ31 Pr(>|t|)","model.participantCP64 Estimate","model.participantCP64 Std. Error","model.participantCP64 t value","model.participantCP64 Pr(>|t|)","model.participantCZ70 Estimate","model.participantCZ70 Std. Error","model.participantCZ70 t value","model.participantCZ70 Pr(>|t|)","model.participantDI36 Estimate","model.participantDI36 Std. Error","model.participantDI36 t value","model.participantDI36 Pr(>|t|)","model.participantDW73 Estimate","model.participantDW73 Std. Error","model.participantDW73 t value","model.participantDW73 Pr(>|t|)","model.participantDZ59 Estimate","model.participantDZ59 Std. Error","model.participantDZ59 t value","model.participantDZ59 Pr(>|t|)","model.participantEA91 Estimate","model.participantEA91 Std. Error","model.participantEA91 t value","model.participantEA91 Pr(>|t|)","model.participantEC63 Estimate","model.participantEC63 Std. Error","model.participantEC63 t value","model.participantEC63 Pr(>|t|)","model.participantEF45 Estimate","model.participantEF45 Std. Error","model.participantEF45 t value","model.participantEF45 Pr(>|t|)","model.participantEF80 Estimate","model.participantEF80 Std. Error","model.participantEF80 t value","model.participantEF80 Pr(>|t|)","model.participantFS57 Estimate","model.participantFS57 Std. Error","model.participantFS57 t value","model.participantFS57 Pr(>|t|)","model.participantFW16 Estimate","model.participantFW16 Std. Error","model.participantFW16 t value","model.participantFW16 Pr(>|t|)","model.participantGF13 Estimate","model.participantGF13 Std. Error","model.participantGF13 t value","model.participantGF13 Pr(>|t|)","model.participantGL84 Estimate","model.participantGL84 Std. Error","model.participantGL84 t value","model.participantGL84 Pr(>|t|)","model.participantGT64 Estimate","model.participantGT64 Std. Error","model.participantGT64 t value","model.participantGT64 Pr(>|t|)","model.participantGV14 Estimate","model.participantGV14 Std. Error","model.participantGV14 t value","model.participantGV14 Pr(>|t|)","model.participantGW68 Estimate","model.participantGW68 Std. Error","model.participantGW68 t value","model.participantGW68 Pr(>|t|)","model.participantHE12 Estimate","model.participantHE12 Std. Error","model.participantHE12 t value","model.participantHE12 Pr(>|t|)","model.participantHE41 Estimate","model.participantHE41 Std. Error","model.participantHE41 t value","model.participantHE41 Pr(>|t|)","model.participantHI98 Estimate","model.participantHI98 Std. Error","model.participantHI98 t value","model.participantHI98 Pr(>|t|)","model.participantIJ90 Estimate","model.participantIJ90 Std. Error","model.participantIJ90 t value","model.participantIJ90 Pr(>|t|)","model.participantIZ76 Estimate","model.participantIZ76 Std. Error","model.participantIZ76 t value","model.participantIZ76 Pr(>|t|)","model.participantKC00 Estimate","model.participantKC00 Std. Error","model.participantKC00 t value","model.participantKC00 Pr(>|t|)","model.participantKC86 Estimate","model.participantKC86 Std. Error","model.participantKC86 t value","model.participantKC86 Pr(>|t|)","model.participantKM79 Estimate","model.participantKM79 Std. Error","model.participantKM79 t value","model.participantKM79 Pr(>|t|)","model.participantKX62 Estimate","model.participantKX62 Std. Error","model.participantKX62 t value","model.participantKX62 Pr(>|t|)","model.participantLA27 Estimate","model.participantLA27 Std. Error","model.participantLA27 t value","model.participantLA27 Pr(>|t|)","model.participantLC73 Estimate","model.participantLC73 Std. Error","model.participantLC73 t value","model.participantLC73 Pr(>|t|)","model.participantLJ71 Estimate","model.participantLJ71 Std. Error","model.participantLJ71 t value","model.participantLJ71 Pr(>|t|)","model.participantMH99 Estimate","model.participantMH99 Std. Error","model.participantMH99 t value","model.participantMH99 Pr(>|t|)","model.participantMJ64 Estimate","model.participantMJ64 Std. Error","model.participantMJ64 t value","model.participantMJ64 Pr(>|t|)","model.participantNF88 Estimate","model.participantNF88 Std. Error","model.participantNF88 t value","model.participantNF88 Pr(>|t|)","model.participantNH84 Estimate","model.participantNH84 Std. Error","model.participantNH84 t value","model.participantNH84 Pr(>|t|)","model.participantNV93 Estimate","model.participantNV93 Std. Error","model.participantNV93 t value","model.participantNV93 Pr(>|t|)","model.participantOQ44 Estimate","model.participantOQ44 Std. Error","model.participantOQ44 t value","model.participantOQ44 Pr(>|t|)","model.participantPE27 Estimate","model.participantPE27 Std. Error","model.participantPE27 t value","model.participantPE27 Pr(>|t|)","model.participantPJ48 Estimate","model.participantPJ48 Std. Error","model.participantPJ48 t value","model.participantPJ48 Pr(>|t|)","model.participantPV75 Estimate","model.participantPV75 Std. Error","model.participantPV75 t value","model.participantPV75 Pr(>|t|)","model.participantPW58 Estimate","model.participantPW58 Std. Error","model.participantPW58 t value","model.participantPW58 Pr(>|t|)","model.participantQX74 Estimate","model.participantQX74 Std. Error","model.participantQX74 t value","model.participantQX74 Pr(>|t|)","model.participantQY11 Estimate","model.participantQY11 Std. Error","model.participantQY11 t value","model.participantQY11 Pr(>|t|)","model.participantQY45 Estimate","model.participantQY45 Std. Error","model.participantQY45 t value","model.participantQY45 Pr(>|t|)","model.participantRD12 Estimate","model.participantRD12 Std. Error","model.participantRD12 t value","model.participantRD12 Pr(>|t|)","model.participantRG86 Estimate","model.participantRG86 Std. Error","model.participantRG86 t value","model.participantRG86 Pr(>|t|)","model.participantSF58 Estimate","model.participantSF58 Std. Error","model.participantSF58 t value","model.participantSF58 Pr(>|t|)","model.participantSH66 Estimate","model.participantSH66 Std. Error","model.participantSH66 t value","model.participantSH66 Pr(>|t|)","model.participantSM56 Estimate","model.participantSM56 Std. Error","model.participantSM56 t value","model.participantSM56 Pr(>|t|)","model.participantTJ95 Estimate","model.participantTJ95 Std. Error","model.participantTJ95 t value","model.participantTJ95 Pr(>|t|)","model.participantTQ79 Estimate","model.participantTQ79 Std. Error","model.participantTQ79 t value","model.participantTQ79 Pr(>|t|)","model.participantUQ16 Estimate","model.participantUQ16 Std. Error","model.participantUQ16 t value","model.participantUQ16 Pr(>|t|)","model.participantUQ43 Estimate","model.participantUQ43 Std. Error","model.participantUQ43 t value","model.participantUQ43 Pr(>|t|)","model.participantUS29 Estimate","model.participantUS29 Std. Error","model.participantUS29 t value","model.participantUS29 Pr(>|t|)","model.participantVI62 Estimate","model.participantVI62 Std. Error","model.participantVI62 t value","model.participantVI62 Pr(>|t|)","model.participantVL51 Estimate","model.participantVL51 Std. Error","model.participantVL51 t value","model.participantVL51 Pr(>|t|)","model.participantVP72 Estimate","model.participantVP72 Std. Error","model.participantVP72 t value","model.participantVP72 Pr(>|t|)","model.participantVQ50 Estimate","model.participantVQ50 Std. Error","model.participantVQ50 t value","model.participantVQ50 Pr(>|t|)","model.participantVQ77 Estimate","model.participantVQ77 Std. Error","model.participantVQ77 t value","model.participantVQ77 Pr(>|t|)","model.participantWB74 Estimate","model.participantWB74 Std. Error","model.participantWB74 t value","model.participantWB74 Pr(>|t|)","model.participantWH89 Estimate","model.participantWH89 Std. Error","model.participantWH89 t value","model.participantWH89 Pr(>|t|)","model.participantWU81 Estimate","model.participantWU81 Std. Error","model.participantWU81 t value","model.participantWU81 Pr(>|t|)","model.participantXD99 Estimate","model.participantXD99 Std. Error","model.participantXD99 t value","model.participantXD99 Pr(>|t|)","model.participantYF85 Estimate","model.participantYF85 Std. Error","model.participantYF85 t value","model.participantYF85 Pr(>|t|)","model.participantYV19 Estimate","model.participantYV19 Std. Error","model.participantYV19 t value","model.participantYV19 Pr(>|t|)","model.participantZE74 Estimate","model.participantZE74 Std. Error","model.participantZE74 t value","model.participantZE74 Pr(>|t|)","model.participantZQ31 Estimate","model.participantZQ31 Std. Error","model.participantZQ31 t value","model.participantZQ31 Pr(>|t|)","model.participantZY61 Estimate","model.participantZY61 Std. Error","model.participantZY61 t value","model.participantZY61 Pr(>|t|)","(Intercept) Pr(>|t|).BH","model.median_FPS Pr(>|t|).BH","model.cohortCohort 2 Pr(>|t|).BH","model.participantAN68 Pr(>|t|).BH","model.participantAP25 Pr(>|t|).BH","model.participantBC67 Pr(>|t|).BH","model.participantBD00 Pr(>|t|).BH","model.participantBE04 Pr(>|t|).BH","model.participantBG89 Pr(>|t|).BH","model.participantBR02 Pr(>|t|).BH","model.participantCI54 Pr(>|t|).BH","model.participantCJ31 Pr(>|t|).BH","model.participantCP64 Pr(>|t|).BH","model.participantCZ70 Pr(>|t|).BH","model.participantDI36 Pr(>|t|).BH","model.participantDW73 Pr(>|t|).BH","model.participantDZ59 Pr(>|t|).BH","model.participantEA91 Pr(>|t|).BH","model.participantEC63 Pr(>|t|).BH","model.participantEF45 Pr(>|t|).BH","model.participantEF80 Pr(>|t|).BH","model.participantFS57 Pr(>|t|).BH","model.participantFW16 Pr(>|t|).BH","model.participantGF13 Pr(>|t|).BH","model.participantGL84 Pr(>|t|).BH","model.participantGT64 Pr(>|t|).BH","model.participantGV14 Pr(>|t|).BH","model.participantGW68 Pr(>|t|).BH","model.participantHE12 Pr(>|t|).BH","model.participantHE41 Pr(>|t|).BH","model.participantHI98 Pr(>|t|).BH","model.participantIJ90 Pr(>|t|).BH","model.participantIZ76 Pr(>|t|).BH","model.participantKC00 Pr(>|t|).BH","model.participantKC86 Pr(>|t|).BH","model.participantKM79 Pr(>|t|).BH","model.participantKX62 Pr(>|t|).BH","model.participantLA27 Pr(>|t|).BH","model.participantLC73 Pr(>|t|).BH","model.participantLJ71 Pr(>|t|).BH","model.participantMH99 Pr(>|t|).BH","model.participantMJ64 Pr(>|t|).BH","model.participantNF88 Pr(>|t|).BH","model.participantNH84 Pr(>|t|).BH","model.participantNV93 Pr(>|t|).BH","model.participantOQ44 Pr(>|t|).BH","model.participantPE27 Pr(>|t|).BH","model.participantPJ48 Pr(>|t|).BH","model.participantPV75 Pr(>|t|).BH","model.participantPW58 Pr(>|t|).BH","model.participantQX74 Pr(>|t|).BH","model.participantQY11 Pr(>|t|).BH","model.participantQY45 Pr(>|t|).BH","model.participantRD12 Pr(>|t|).BH","model.participantRG86 Pr(>|t|).BH","model.participantSF58 Pr(>|t|).BH","model.participantSH66 Pr(>|t|).BH","model.participantSM56 Pr(>|t|).BH","model.participantTJ95 Pr(>|t|).BH","model.participantTQ79 Pr(>|t|).BH","model.participantUQ16 Pr(>|t|).BH","model.participantUQ43 Pr(>|t|).BH","model.participantUS29 Pr(>|t|).BH","model.participantVI62 Pr(>|t|).BH","model.participantVL51 Pr(>|t|).BH","model.participantVP72 Pr(>|t|).BH","model.participantVQ50 Pr(>|t|).BH","model.participantVQ77 Pr(>|t|).BH","model.participantWB74 Pr(>|t|).BH","model.participantWH89 Pr(>|t|).BH","model.participantWU81 Pr(>|t|).BH","model.participantXD99 Pr(>|t|).BH","model.participantYF85 Pr(>|t|).BH","model.participantYV19 Pr(>|t|).BH","model.participantZE74 Pr(>|t|).BH","model.participantZQ31 Pr(>|t|).BH","model.participantZY61 Pr(>|t|).BH"
"ASV 1",1.5710878390249,2.8597034269377,0.553920006745725,0.587408414733183,0.0366485389530422,0.0210072113112407,1.75223792388244,0.120853234928675,-3.19775229492555,3.82311253049165,-0.838032434664806,0.426159671848357,4.25313377343169,3.99985818088964,1.06894904965805,0.293271226624155,4.31768691289514,3.88225870077255,1.11762879491637,0.269052991657769,7.04420405373953,3.76931896226302,1.87545318330335,0.0799791948680913,2.90100747386546,3.65102205681175,0.797978153830726,0.455531029775076,2.24717017214048,3.31868474284284,0.676825764240274,0.503528889032004,-1.63375092626953,3.73032478213799,-0.445009754931784,0.608785860605178,-0.4666049747202,3.52108875213591,-0.128417633913675,0.724495560871726,2.7053789192493,3.79424666389485,0.71318239726927,0.497815982196524,-0.433368109722614,4.9524450532736,-0.0877557204741417,0.887599350456928,-2.07231646186118,3.65671709682455,-0.572682941761932,0.573833602133912,2.61726730646759,3.27934316251717,0.807530988817961,0.45259566254395,-0.846521235696744,3.76247810788949,-0.22869814590121,0.697065813254751,1.08256895796553,3.74747461668105,0.291757000649007,0.660875112607657,8.8174814761923,3.91992463067836,2.26171800165107,0.0282759722101324,7.96214076797492,3.30570089467748,2.41763353535474,0.0236789154501822,-2.92038050616264,3.58345483081622,-0.817223395007432,0.468288452071377,1.53207442991029,3.75678741770119,0.410959125042749,0.640151574412989,0.329651169267874,3.48664872913088,0.0984268449168804,0.722661251516272,-2.74313683014245,3.87860800053046,-0.709644825872396,0.511631763892292,7.73402239475177,3.77769275472378,2.0544110096446,0.0556045749069434,7.53227192714226,3.90017429780544,1.94122402055862,0.0581825472827293,-1.87554884905162,3.77066317033172,-0.501798806312206,0.571113228447689,-6.68815341926136,3.94174872803322,-1.70647980653423,0.135360519081056,-3.2713783572579,4.08861879007746,-0.809037455009483,0.471961907453841,3.60985610657318,3.77788462121714,0.959911189247149,0.366080365122827,-5.71487140038673,4.74396364572025,-1.21606450212594,0.294938756902186,-0.0201536253081247,3.92898844928418,-0.00687957156558195,0.904249502583077,0.705335864441951,3.60258253003083,0.195644519047352,0.71338455005579,5.83947817104373,3.16214885710618,1.8539207215313,0.0804920567076192,5.25065690852273,3.37564583434208,1.56025389069276,0.140620769365441,1.46742437289123,3.64451587561357,0.403234726122284,0.623023152035434,3.07682601339199,3.94708009102017,0.783741051794813,0.438430173642477,4.6647542095241,3.87219262978163,1.21068030439477,0.231487685796795,-2.55230649262766,3.89813164000479,-0.654437885422158,0.547645731820457,4.0256669629524,3.89479481611507,1.03877931427122,0.304724337653085,-1.94795503662854,3.161174638216,-0.614432151820228,0.558301974412628,1.44411695308869,4.50115472922553,0.323056178028907,0.739467505166536,2.33891382225332,3.88765618561587,0.603826183038098,0.549893305521482,-2.79947556023747,3.91437381958759,-0.716274972954071,0.518075437403192,-2.23024466413344,3.71551988755574,-0.603316689281136,0.568599074768281,4.09460660728447,3.88456777303661,1.05909070537403,0.294882518885347,2.50391716010327,3.89734322447878,0.64520392152742,0.522744711001456,-0.545648649011716,3.47758964317209,-0.160109681185101,0.699816855036574,0.832428983094074,3.17073680515805,0.259878884771833,0.704112829118901,1.43098441704998,3.90627272562353,0.367868005004006,0.715054068283867,-0.056153341000598,3.88112275819895,-0.0152947694628631,0.916094084568637,-1.87104610005185,3.89205338889238,-0.478243797278475,0.647957028041599,-5.24377860318073,3.92141020285375,-1.34824447582348,0.231564442987099,-1.47126727731087,3.66953072429752,-0.406175849429801,0.627860400018391,3.80736508499725,3.99276664168074,0.958748259528307,0.345119529772192,0.611652295028554,3.90859567457341,0.156806010070698,0.868345611831349,-2.65400782444216,3.52931944369652,-0.758358792815102,0.475462622273224,-3.70892755194323,3.87974054610185,-0.960363998692392,0.369283308747319,5.47709614862836,3.7607003881426,1.46835454601506,0.186122723860647,8.15891282361537,4.77671550137064,1.71696818529815,0.0924349387288751,-3.53850796085399,3.48528876668372,-1.02726720906348,0.38957044280205,1.651337937485,3.93529791940332,0.421731654056183,0.676598983753052,-0.443759845237047,3.80663863145057,-0.116708899107857,0.699048215106682,-2.24328555428772,3.30987074032311,-0.676687249122116,0.512576354864009,-0.203464846730276,3.16314610689198,-0.0625196217261135,0.730195152764928,-2.92501400085884,3.76413065887616,-0.777974936235773,0.486958486052381,-3.15144455731029,3.45000980814884,-0.917333167104332,0.419374723457881,-5.69136566258454,3.88267803842665,-1.47388336160473,0.198392413835805,-2.84289360431734,3.64082021582704,-0.790436020085494,0.47059074608663,4.72085729254978,3.7941131170868,1.24802181542911,0.241875144209769,-4.72915680870047,4.13166307806803,-1.14527448259807,0.288678577404742,-3.44507489500073,3.23958240620756,-1.07177768008389,0.355953310489932,0.895265619666465,3.52774608137715,0.252767637164179,0.709534658189377,-5.98224116116591,3.87311231701778,-1.55528357795757,0.171258584815489,-1.75932196485574,3.37781279168263,-0.528001064166196,0.575985030400334,-2.86782316305561,4.24538036300699,-0.677849536464345,0.509276431039518,-7.01971203487707,4.03362029475784,-1.74558547437663,0.116919867711025,-0.18731397101474,4.76188036967769,-0.0403300959895417,0.924607075645493,5.31466165403601,4.96353194720123,1.07649131431245,0.29067082650951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.971812549126567,1,1,1,1,0.999131135684244,1,1,0.978048685021707,1,1,0.983207852209179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992884482270261,0.982871910994035,1,1,0.998618145897893,0.980267195135705,1,0.994113961623204,1,1,0.99000856122571,1,1
"ASV 2",8.59263879353954,1.04037122739411,8.45131832645201,1.61748538897442e-08,0.0112659177235398,0.00764250516684055,1.48153692213737,0.209718686972384,-11.2277553414021,1.39086320572503,-8.16537506382095,3.18717367560572e-07,0.501889553950322,1.45516396065961,0.359046889446477,0.713481517313032,2.91783375136005,1.41238081247794,2.11447997834128,0.0476574915432531,13.3733369224912,1.37129289641367,9.87681836850991,2.01035557537107e-09,13.7023429360546,1.3282560221833,10.4514063453617,3.54887985357951e-10,13.3992841645346,1.20735041498439,11.2487306454825,3.69913204079979e-11,13.0113140774956,1.35710666204553,9.70794127488582,3.97521692010602e-09,14.1197256689888,1.28098578066398,11.174392277738,4.47918943390068e-11,11.5290751277322,1.38036169120495,8.45083742663062,1.02045339443894e-07,2.59865947036985,1.80171876920592,1.48170426435165,0.161333660253881,12.4022053272985,1.33032789988655,9.43780711011563,6.62808698105013e-09,13.9331707735949,1.19303779507231,11.8416737018803,5.52872122111672e-12,12.5679510259458,1.3688041669902,9.293348818696,1.11818081916325e-08,12.284250071931,1.36334583854373,9.11819963558987,2.23493192731164e-08,-2.9596956741145,1.42608382425109,-2.11769126749416,0.0477283411465188,5.78350259112208,1.20262684053088,4.91086021027237,0.0159328665268491,12.3914822653638,1.30367480261402,9.62188790406826,5.17926373136947e-09,11.4139598553638,1.36673387177002,8.44506352181566,1.08679132433945e-07,13.1733291705734,1.26845636636608,10.5217877919988,4.37543655717063e-10,0.557306434199831,1.4110526735332,0.402947198764868,0.69050416808814,9.98254039763541,1.37433931467448,7.3333491277041,2.29411789244091e-06,3.50077773810702,1.4188985763478,2.51975772923279,0.0200640382287394,12.1519341867671,1.37178192453635,8.96420784457549,2.79821082999068e-08,-5.04470094604887,1.43402351573726,-3.59398516741961,0.00217885916654419,12.5114898711216,1.48745541545004,8.51443578433907,6.9450886017872e-08,12.0821075128427,1.37440911645089,8.89407414993554,3.1902165974684e-08,1.47195390575,1.72587242240576,0.869172583848784,0.392201884947313,0.392081965591119,1.42938127670682,0.275833085017012,0.781271462345713,12.5743251312064,1.31063353397115,9.71429546696532,3.55075962290243e-09,-0.454632379923186,1.15040205102433,-0.424890081408383,0.259923175334137,13.3374312730109,1.22807308157931,11.0045394675719,9.74831718239543e-11,11.3062056390444,1.32588904816248,8.62461487482732,7.81855039044828e-08,1.51174357534764,1.43596308632426,1.08143909493381,0.295326174448563,-1.06584469256693,1.408718736707,-0.7746384476724,0.4462589630008,0.890349201499276,1.41815544949653,0.638649922295904,0.529274477284188,2.06702906654316,1.41694149998937,1.48867287673473,0.149875502955011,11.0743034432153,1.15004762640359,9.75000279966843,9.47270052987694e-09,-0.716951248372656,1.6375375943616,-0.435067499560252,0.66375961684384,0.47693226471048,1.41434443845341,0.342489926813268,0.734172447807032,1.05738179241095,1.42406441759055,0.755855142288726,0.457263553419908,12.0199402599777,1.35172058382396,8.99751313664852,2.82978853446805e-08,1.71937298056893,1.41322086194701,1.24182729477745,0.226317213682003,-0.0521020980920742,1.41786862086222,-0.0405854208747666,0.909667916963495,14.8149560972579,1.26516063566574,11.8734886958764,4.26653629466508e-12,10.6985283288666,1.153526379922,9.38569420155932,2.74531040136674e-08,-0.0815364527722576,1.42111720810329,-0.0540012405920977,0.910944084249263,3.01742253269126,1.41196755215226,2.18308733025134,0.0399746370313023,1.30457665136328,1.41594415810503,0.937610571660834,0.356870488294464,2.35502536661751,1.42662428118552,1.68379878281745,0.106125433012243,12.2271704296188,1.33498954739022,9.27017019040244,1.3698504097853e-08,2.32295849690826,1.45258403111819,1.642052821262,0.122941524836271,-0.672645592090048,1.42196230596462,-0.488512789878473,0.631439449388972,12.5300918424515,1.28398013826084,9.88102549354366,2.44573037178379e-09,-1.11755416839044,1.41146469801626,-0.805746762693138,0.428534323977138,11.0545674723286,1.36815742563317,8.16871346142869,2.70855708154276e-07,1.33233846477155,1.73778767485518,0.780870834141938,0.44293725755046,13.7381017173971,1.26796160673924,10.9803607082208,1.10088680915308e-10,2.86988975435438,1.43167668647212,2.05520436314463,0.056210934496981,9.93738763507436,1.38486993719099,7.24384248801597,2.38227355515681e-06,12.2063121446501,1.20414384659225,10.2664852294511,1.47338721978428e-09,12.3193623889061,1.15076485437446,10.8484852340619,3.61810505397271e-10,14.6757178553268,1.36940537146551,10.8673288535962,6.40925241377967e-11,11.4248706418332,1.25512698443318,9.20994125146934,2.18361542554055e-08,0.293683210990593,1.4125333691472,0.210644519408368,0.831845608234991,13.0771422864202,1.32454455276064,9.99909823002878,1.66928746122506e-09,12.5294330704162,1.38031310635685,9.18690220868363,1.53863771143003e-08,2.82330271228546,1.50311509480952,1.92776773417344,0.0765892181668429,11.6887653807795,1.1785726773072,10.0422582975871,2.38036661703999e-09,12.6844512350284,1.28340774293063,10.0082590362839,1.72414808200029e-09,1.71725709318173,1.40905332249994,1.24582496482394,0.224908707472852,9.90616611172756,1.22886142908656,8.14395044611377,4.52316634475033e-07,-9.90586266127633,1.5444858852885,-6.4969438777914,2.36000161757853e-05,2.00833870227211,1.46744674897732,1.40646665361043,0.182707732842721,0.900559863499423,1.73239059625515,0.53028969593593,0.600741138750256,-2.24849356505266,1.80575222433097,-1.26478498259668,0.222868850085596,4.73322215280678e-06,0.999751270265437,9.24661566425933e-05,1,0.999482508468675,5.88304970300379e-07,1.04342891557532e-07,1.08416907202124e-08,1.17108690511097e-06,1.31207029531058e-08,2.96277651122833e-05,1,1.92626043393697e-06,1.62933140144998e-09,3.26548958987539e-06,6.50500422135436e-06,1,0.212484481114278,1.52059196011636e-06,3.13909910714474e-05,1.27913826292065e-07,1,0.000651585718329278,0.972693114722849,8.17903977052052e-06,0.289931751497771,2.01880922817266e-05,9.31704510623566e-06,1,1,1.03872322007661e-06,0.805032883636836,2.85212576252723e-08,2.26379015026417e-05,1,1,1,1,2.7547018786479e-06,1,1,1,8.17142314702014e-06,1,1,1.26061216844142e-09,7.94344466826569e-06,1,1,1,1,3.99577525562567e-06,1,1,7.16932824604697e-07,1,7.91501113392652e-05,1,3.23681378280627e-08,1,0.000681272956758409,4.34189769945896e-07,1.06012542956458e-07,1.89209162770085e-08,6.36193422854045e-06,1,4.93799769385373e-07,4.50646932246397e-06,1,6.93473741592161e-07,5.06278048954407e-07,1,0.000129266250031145,0.00659954160988199,1,1,1
